"ID","LINHA","COLUNA","CODIGO_DENTISTA","HORA","USUARIO","MODIFICADO","DIA_SEMANA","NUMERO_SEMANA","INCLUIDO","EXCLUIDO","DATA_UNICA","CODIGO_ESPECIALIDADE"
865,37,5,"37",15:45:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,2020-10-29,,
866,38,5,"37",16:00:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,2020-10-29,,
867,39,5,"37",16:15:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,2020-10-29,,
868,40,5,"37",16:30:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,2020-10-29,,
869,41,5,"37",16:45:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,2020-10-29,,
870,42,5,"37",17:00:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,2020-10-29,,
871,43,5,"37",17:15:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,2020-10-29,,
872,44,5,"37",17:30:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,2020-10-29,,
873,28,5,"37",13:30:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
874,29,5,"37",13:45:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
875,30,5,"37",14:00:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
876,31,5,"37",14:15:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
877,32,5,"37",14:30:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
878,33,5,"37",14:45:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
879,34,5,"37",15:00:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
880,35,5,"37",15:15:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
881,36,5,"37",15:30:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
882,37,5,"37",15:45:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
883,38,5,"37",16:00:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
884,39,5,"37",16:15:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
885,40,5,"37",16:30:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
886,41,5,"37",16:45:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
887,42,5,"37",17:00:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
888,43,5,"37",17:15:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
889,44,5,"37",17:30:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1462,7,6,"36",08:15:00,VALERI,2020-10-30,SABADO,6,2020-10-30,2021-03-02,2020-11-07,
1463,8,6,"36",08:30:00,VALERI,2020-10-30,SABADO,6,2020-10-30,2021-03-02,2020-11-07,
1464,9,6,"36",08:45:00,VALERI,2020-10-30,SABADO,6,2020-10-30,2021-03-02,2020-11-07,
890,28,2,"37",13:30:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-03,
891,29,2,"37",13:45:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-03,
892,30,2,"37",14:00:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-03,
893,31,2,"37",14:15:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-03,
894,32,2,"37",14:30:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-03,
895,33,2,"37",14:45:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-03,
896,34,2,"37",15:00:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-03,
897,35,2,"37",15:15:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-03,
898,36,2,"37",15:30:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-03,
899,37,2,"37",15:45:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-03,
900,38,2,"37",16:00:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-03,
901,39,2,"37",16:15:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-03,
902,40,2,"37",16:30:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-03,
903,41,2,"37",16:45:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-03,
904,42,2,"37",17:00:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-03,
905,43,2,"37",17:15:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-03,
906,44,2,"37",17:30:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-03,
907,45,2,"37",17:45:00,VALERI,2020-10-29,TERCA,2,2020-10-29,2021-03-30,2020-11-03,
908,28,3,"37",13:30:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,2020-10-30,2020-11-04,
909,29,3,"37",13:45:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,2020-10-30,2020-11-04,
910,30,3,"37",14:00:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,2020-10-30,2020-11-04,
911,31,3,"37",14:15:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,2020-10-30,2020-11-04,
912,32,3,"37",14:30:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,2020-10-30,2020-11-04,
913,33,3,"37",14:45:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,2020-10-30,2020-11-04,
914,34,3,"37",15:00:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,2020-10-30,2020-11-04,
915,35,3,"37",15:15:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,2020-10-30,2020-11-04,
916,36,3,"37",15:30:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,2020-10-30,2020-11-04,
917,37,3,"37",15:45:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,2020-10-30,2020-11-04,
918,38,3,"37",16:00:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,2020-10-30,2020-11-04,
919,39,3,"37",16:15:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,2020-10-30,2020-11-04,
920,40,3,"37",16:30:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,2020-10-30,2020-11-04,
921,41,3,"37",16:45:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,2020-10-30,2020-11-04,
922,42,3,"37",17:00:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,2020-10-30,2020-11-04,
923,43,3,"37",17:15:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,2020-10-30,2020-11-04,
924,44,3,"37",17:30:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,2020-10-30,2020-11-04,
925,45,3,"37",17:45:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,2020-10-30,2020-11-04,
926,28,2,"37",13:30:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-10,
927,29,2,"37",13:45:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-10,
928,30,2,"37",14:00:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-10,
929,31,2,"37",14:15:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-10,
930,32,2,"37",14:30:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-10,
931,33,2,"37",14:45:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-10,
932,34,2,"37",15:00:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-10,
933,35,2,"37",15:15:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-10,
934,36,2,"37",15:30:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-10,
935,37,2,"37",15:45:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-10,
936,38,2,"37",16:00:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-10,
937,39,2,"37",16:15:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-10,
938,40,2,"37",16:30:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-10,
939,41,2,"37",16:45:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-10,
940,42,2,"37",17:00:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-10,
941,43,2,"37",17:15:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-10,
942,44,2,"37",17:30:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,2020-11-10,
943,45,2,"37",17:45:00,VALERI,2020-10-29,TERCA,2,2020-10-29,2021-03-30,2020-11-10,
944,28,4,"37",13:30:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,2020-11-12,
945,29,4,"37",13:45:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,2020-11-12,
946,30,4,"37",14:00:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,2020-11-12,
947,31,4,"37",14:15:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,2020-11-12,
948,32,4,"37",14:30:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,2020-11-12,
949,33,4,"37",14:45:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,2020-11-12,
950,34,4,"37",15:00:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,2020-11-12,
951,35,4,"37",15:15:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,2020-11-12,
952,36,4,"37",15:30:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,2020-11-12,
953,37,4,"37",15:45:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,2020-11-12,
954,38,4,"37",16:00:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,2020-11-12,
955,39,4,"37",16:15:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,2020-11-12,
956,40,4,"37",16:30:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,2020-11-12,
957,41,4,"37",16:45:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,2020-11-12,
958,42,4,"37",17:00:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,2020-11-12,
959,43,4,"37",17:15:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,2020-11-12,
960,44,4,"37",17:30:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,2020-11-12,
961,45,4,"37",17:45:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,2021-03-30,2020-11-12,
962,6,2,"36",08:00:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
963,7,2,"36",08:15:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
964,8,2,"36",08:30:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
965,9,2,"36",08:45:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
966,10,2,"36",09:00:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
967,11,2,"36",09:15:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
968,12,2,"36",09:30:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
969,13,2,"36",09:45:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
970,14,2,"36",10:00:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
971,15,2,"36",10:15:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
972,16,2,"36",10:30:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
973,17,2,"36",10:45:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
974,18,2,"36",11:00:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
975,19,2,"36",11:15:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
976,20,2,"36",11:30:00,VALERI,2020-10-29,TERCA,2,2020-10-29,2022-08-17,,
977,6,4,"36",08:00:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
978,7,4,"36",08:15:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
979,8,4,"36",08:30:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
980,9,4,"36",08:45:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
981,10,4,"36",09:00:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
982,11,4,"36",09:15:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
983,12,4,"36",09:30:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
984,13,4,"36",09:45:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
985,14,4,"36",10:00:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
986,15,4,"36",10:15:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
987,16,4,"36",10:30:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
988,17,4,"36",10:45:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
989,18,4,"36",11:00:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
990,19,4,"36",11:15:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
991,20,4,"36",11:30:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
992,21,4,"36",11:45:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
993,6,5,"36",08:00:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
994,7,5,"36",08:15:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
995,8,5,"36",08:30:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
996,9,5,"36",08:45:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
997,10,5,"36",09:00:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
998,11,5,"36",09:15:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
999,12,5,"36",09:30:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1000,13,5,"36",09:45:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1001,14,5,"36",10:00:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1002,15,5,"36",10:15:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1003,16,5,"36",10:30:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1004,17,5,"36",10:45:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1005,18,5,"36",11:00:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1006,19,5,"36",11:15:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1007,20,5,"36",11:30:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1008,21,5,"36",11:45:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1009,6,6,"36",08:00:00,VALERI,2020-10-29,SABADO,6,2020-10-29,2020-10-30,,
1010,7,6,"36",08:15:00,VALERI,2020-10-29,SABADO,6,2020-10-29,2020-10-30,,
1011,8,6,"36",08:30:00,VALERI,2020-10-29,SABADO,6,2020-10-29,2020-10-30,,
1012,9,6,"36",08:45:00,VALERI,2020-10-29,SABADO,6,2020-10-29,2020-10-30,,
1013,10,6,"36",09:00:00,VALERI,2020-10-29,SABADO,6,2020-10-29,2020-10-30,,
1014,11,6,"36",09:15:00,VALERI,2020-10-29,SABADO,6,2020-10-29,2020-10-30,,
1015,12,6,"36",09:30:00,VALERI,2020-10-29,SABADO,6,2020-10-29,2020-10-30,,
1016,13,6,"36",09:45:00,VALERI,2020-10-29,SABADO,6,2020-10-29,2020-10-30,,
1017,14,6,"36",10:00:00,VALERI,2020-10-29,SABADO,6,2020-10-29,2020-10-30,,
1018,15,6,"36",10:15:00,VALERI,2020-10-29,SABADO,6,2020-10-29,2020-10-30,,
1019,16,6,"36",10:30:00,VALERI,2020-10-29,SABADO,6,2020-10-29,2020-10-30,,
1020,17,6,"36",10:45:00,VALERI,2020-10-29,SABADO,6,2020-10-29,2020-10-30,,
1021,18,6,"36",11:00:00,VALERI,2020-10-29,SABADO,6,2020-10-29,2020-10-30,,
1022,19,6,"36",11:15:00,VALERI,2020-10-29,SABADO,6,2020-10-29,2020-10-30,,
1023,20,6,"36",11:30:00,VALERI,2020-10-29,SABADO,6,2020-10-29,2020-10-30,,
1024,21,6,"36",11:45:00,VALERI,2020-10-29,SABADO,6,2020-10-29,2020-10-30,,
1025,28,2,"36",13:30:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1026,29,2,"36",13:45:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1027,30,2,"36",14:00:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1028,31,2,"36",14:15:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1029,32,2,"36",14:30:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1030,33,2,"36",14:45:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1031,34,2,"36",15:00:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1032,35,2,"36",15:15:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1033,36,2,"36",15:30:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1034,37,2,"36",15:45:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1035,38,2,"36",16:00:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1036,39,2,"36",16:15:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1037,40,2,"36",16:30:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1038,41,2,"36",16:45:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1039,42,2,"36",17:00:00,VALERI,2020-10-29,TERCA,2,2020-10-29,2021-08-18,,
1040,43,2,"36",17:15:00,VALERI,2020-10-29,TERCA,2,2020-10-29,2021-08-18,,
1041,44,2,"36",17:30:00,VALERI,2020-10-29,TERCA,2,2020-10-29,2021-01-28,,
1042,28,3,"36",13:30:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1043,29,3,"36",13:45:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1044,30,3,"36",14:00:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1045,31,3,"36",14:15:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1046,32,3,"36",14:30:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1047,33,3,"36",14:45:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1048,34,3,"36",15:00:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1049,35,3,"36",15:15:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1050,36,3,"36",15:30:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1051,37,3,"36",15:45:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1052,38,3,"36",16:00:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1053,39,3,"36",16:15:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1054,40,3,"36",16:30:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1055,41,3,"36",16:45:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1056,42,3,"36",17:00:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1057,43,3,"36",17:15:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1058,44,3,"36",17:30:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1059,28,4,"36",13:30:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
1060,29,4,"36",13:45:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
1061,30,4,"36",14:00:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
1062,31,4,"36",14:15:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
1063,32,4,"36",14:30:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
1064,33,4,"36",14:45:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
1065,34,4,"36",15:00:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
1066,35,4,"36",15:15:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
1067,36,4,"36",15:30:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
1068,37,4,"36",15:45:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
1069,38,4,"36",16:00:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
1070,39,4,"36",16:15:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
1071,40,4,"36",16:30:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,2022-08-26,,
1072,41,4,"36",16:45:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,2022-08-26,,
1073,42,4,"36",17:00:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,2021-08-18,,
1074,43,4,"36",17:15:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,2021-08-18,,
1075,44,4,"36",17:30:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,2021-01-28,,
1076,28,5,"36",13:30:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1077,29,5,"36",13:45:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1078,30,5,"36",14:00:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1079,31,5,"36",14:15:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1080,32,5,"36",14:30:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1081,33,5,"36",14:45:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1082,34,5,"36",15:00:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1083,35,5,"36",15:15:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1084,36,5,"36",15:30:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1085,37,5,"36",15:45:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1086,38,5,"36",16:00:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1087,39,5,"36",16:15:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1088,40,5,"36",16:30:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1089,41,5,"36",16:45:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1090,42,5,"36",17:00:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1091,43,5,"36",17:15:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1092,44,5,"36",17:30:00,VALERI,2020-10-29,SEXTA,5,2020-10-29,,,
1093,6,1,"34",08:00:00,VALERI,2020-10-29,SEGUNDA,1,2020-10-29,,,
1094,7,1,"34",08:15:00,VALERI,2020-10-29,SEGUNDA,1,2020-10-29,,,
1095,8,1,"34",08:30:00,VALERI,2020-10-29,SEGUNDA,1,2020-10-29,,,
1096,9,1,"34",08:45:00,VALERI,2020-10-29,SEGUNDA,1,2020-10-29,,,
1097,10,1,"34",09:00:00,VALERI,2020-10-29,SEGUNDA,1,2020-10-29,,,
1098,11,1,"34",09:15:00,VALERI,2020-10-29,SEGUNDA,1,2020-10-29,,,
1099,12,1,"34",09:30:00,VALERI,2020-10-29,SEGUNDA,1,2020-10-29,,,
1100,13,1,"34",09:45:00,VALERI,2020-10-29,SEGUNDA,1,2020-10-29,,,
1101,14,1,"34",10:00:00,VALERI,2020-10-29,SEGUNDA,1,2020-10-29,,,
1102,15,1,"34",10:15:00,VALERI,2020-10-29,SEGUNDA,1,2020-10-29,,,
1103,16,1,"34",10:30:00,VALERI,2020-10-29,SEGUNDA,1,2020-10-29,,,
1104,17,1,"34",10:45:00,VALERI,2020-10-29,SEGUNDA,1,2020-10-29,,,
1105,18,1,"34",11:00:00,VALERI,2020-10-29,SEGUNDA,1,2020-10-29,,,
1106,19,1,"34",11:15:00,VALERI,2020-10-29,SEGUNDA,1,2020-10-29,,,
1107,20,1,"34",11:30:00,VALERI,2020-10-29,SEGUNDA,1,2020-10-29,,,
1108,21,1,"34",11:45:00,VALERI,2020-10-29,SEGUNDA,1,2020-10-29,,,
1109,6,2,"34",08:00:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1110,7,2,"34",08:15:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1111,8,2,"34",08:30:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1112,9,2,"34",08:45:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1113,10,2,"34",09:00:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1114,11,2,"34",09:15:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1115,12,2,"34",09:30:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1116,13,2,"34",09:45:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1117,14,2,"34",10:00:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1118,15,2,"34",10:15:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1119,16,2,"34",10:30:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1120,17,2,"34",10:45:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1121,18,2,"34",11:00:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1122,19,2,"34",11:15:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1123,20,2,"34",11:30:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1124,21,2,"34",11:45:00,VALERI,2020-10-29,TERCA,2,2020-10-29,,,
1125,6,3,"34",08:00:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1126,7,3,"34",08:15:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1127,8,3,"34",08:30:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1128,9,3,"34",08:45:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1129,10,3,"34",09:00:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1130,11,3,"34",09:15:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1131,12,3,"34",09:30:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1132,13,3,"34",09:45:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1133,14,3,"34",10:00:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1134,15,3,"34",10:15:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1135,16,3,"34",10:30:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1136,17,3,"34",10:45:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1137,18,3,"34",11:00:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1138,19,3,"34",11:15:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1139,20,3,"34",11:30:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1140,21,3,"34",11:45:00,VALERI,2020-10-29,QUARTA,3,2020-10-29,,,
1141,6,4,"34",08:00:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
1142,7,4,"34",08:15:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
1143,8,4,"34",08:30:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
1144,9,4,"34",08:45:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
1145,10,4,"34",09:00:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
1146,11,4,"34",09:15:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
1147,12,4,"34",09:30:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
1148,13,4,"34",09:45:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
1149,14,4,"34",10:00:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
1150,15,4,"34",10:15:00,VALERI,2020-10-29,QUINTA,4,2020-10-29,,,
